Etiqueta de rotatividade,Duração da conta (em meses),Chamadas locais,Minutos Local,Chamadas internacionais,Minutos Internacional,Plano Internacional Ativo,Plano internacional,Tarifas internacionais extras,Chamadas de atendimento ao cliente,Média mensal de GB para download,Plano de Dados Ilimitado,Cobranças extras de dados,Estado,Gênero,Idade,Menos de 30,Idoso,Grupo,Número de Clientes por Grupo,Proteção de Dispositivo & Online Backup,Tipo de Contrato,Modo de Pagamento,Cobrança Mensal,Total de Cobranças,Categoria de Rotatividade,Motivo da Rotatividade
Não,46,80,232.2,0.0,0.0,Não,Não,0.0,0,10,Não,81,CO,Masculino,62,Não,Não,Sim,2,Não,Mensal,Débito Automático,18,834,,
Não,61,87,243.3,244.0,420.9,Sim,Sim,0.0,0,3,Sim,0,FL,Feminino,71,Não,Sim,Sim,4,Sim,Anual,Débito Automático,32,1969,,
Não,53,234,842.1,0.0,0.0,Não,Não,0.0,0,0,Não,0,IA,Masculino,42,Não,Não,Sim,4,Não,Anual,Cartão de Crédito,10,531,,
Não,69,154,343.6,0.0,0.0,Não,Não,0.0,0,11,Sim,0,ME,Masculino,47,Não,Não,Sim,5,Não,2 Anos,Débito Automático,36,2479,,
Não,55,436,875.5,0.0,0.0,Não,Não,0.0,0,0,Não,0,WV,Masculino,48,Não,Não,Sim,5,Não,Anual,Cartão de Crédito,8,434,,
Não,55,167,382.3,0.0,0.0,Não,Não,0.0,0,6,Não,37,VT,Masculino,59,Não,Não,Sim,3,Sim,Anual,Cartão de Crédito,17,945,,
Não,38,117,268.7,0.0,0.0,Não,Não,0.0,0,3,Sim,0,NJ,Feminino,61,Não,Não,Sim,2,Não,Mensal,Cartão de Crédito,29,1101,,
Não,43,153,390.3,0.0,0.0,Não,Não,0.0,0,0,Não,0,AR,Masculino,66,Não,Sim,Sim,6,Não,2 Anos,Cartão de Crédito,8,331,,
Não,65,358,777.2,0.0,0.0,Não,Não,0.0,0,0,Não,0,IA,Masculino,46,Não,Não,Sim,2,Não,2 Anos,Cartão de Crédito,7,425,,
Não,68,146,542.1,0.0,0.0,Não,Não,0.0,0,25,Sim,0,GA,Masculino,55,Não,Não,Sim,6,Sim,2 Anos,Débito Automático,35,2379,,
Não,68,255,751.1,0.0,0.0,Não,Não,0.0,0,5,Sim,0,MO,Masculino,37,Não,Não,Sim,6,Não,2 Anos,Cartão de Crédito,33,2264,,
Não,10,53,150.2,0.0,0.0,Não,Não,0.0,0,5,Sim,0,WY,Feminino,31,Não,Não,Sim,2,Sim,Anual,Cartão de Crédito,23,228,,
Não,23,31,115.1,0.0,0.0,Não,Não,0.0,0,15,Sim,0,PA,Feminino,33,Não,Não,Sim,4,Sim,2 Anos,Cartão de Crédito,25,587,,
Não,21,45,106.2,0.0,0.0,Não,Não,0.0,0,28,Sim,0,VA,Masculino,51,Não,Não,Sim,2,Sim,Mensal,Débito Automático,35,740,,
Não,42,109,253.3,0.0,0.0,Não,Não,0.0,0,8,Sim,0,UT,Masculino,58,Não,Não,Sim,6,Sim,Anual,Débito Automático,28,1170,,
Não,35,152,458.8,0.0,0.0,Não,Não,0.0,0,19,Sim,0,MD,Masculino,48,Não,Não,Sim,4,Não,Anual,Débito Automático,41,1440,,
Não,27,113,327.4,0.0,0.0,Não,Não,0.0,0,0,Não,0,TX,Feminino,62,Não,Não,Sim,3,Não,Anual,Cartão de Crédito,7,184,,
Não,22,36,129.2,0.0,0.0,Não,Não,0.0,0,0,Não,0,NJ,Masculino,65,Não,Sim,Sim,5,Não,Mensal,Débito Automático,10,226,,
Não,65,263,776.1,0.0,0.0,Não,Não,0.0,0,0,Não,0,MN,Masculino,28,Sim,Não,Sim,3,Não,2 Anos,Débito Automático,10,659,,
Não,52,208,523.6,0.0,0.0,Não,Não,0.0,0,17,Sim,0,AL,Feminino,20,Sim,Não,Sim,3,Sim,Anual,Débito Automático,51,2687,,
Não,46,210,502.1,0.0,0.0,Não,Não,0.0,0,7,Sim,0,PA,Masculino,23,Sim,Não,Sim,5,Não,2 Anos,Cartão de Crédito,24,1097,,
Não,63,117,317.2,0.0,0.0,Não,Não,0.0,0,5,Sim,0,AL,Feminino,48,Não,Não,Sim,5,Não,2 Anos,Débito Automático,36,2264,,
Não,68,441,1089.2,0.0,0.0,Não,Não,0.0,0,0,Não,0,NM,Masculino,66,Não,Sim,Sim,4,Não,2 Anos,Cartão de Crédito,9,609,,
Não,41,77,162.4,0.0,0.0,Não,Não,0.0,0,7,Sim,0,OH,Masculino,57,Não,Não,Sim,4,Não,Mensal,Cartão de Crédito,35,1424,,
Não,32,73,190.2,0.0,0.0,Não,Não,0.0,0,15,Sim,0,OR,Masculino,43,Não,Não,Sim,2,Sim,2 Anos,Cartão de Crédito,30,946,,
Não,3,4,11.2,0.0,0.0,Não,Não,0.0,0,0,Não,0,NV,Feminino,40,Não,Não,Sim,6,Não,Anual,Cartão de Crédito,7,19,,
Não,55,213,382.0,0.0,0.0,Não,Não,0.0,0,37,Sim,0,NC,Feminino,22,Sim,Não,Sim,6,Não,2 Anos,Débito Automático,23,1254,,
Não,5,6,19.3,0.0,0.0,Não,Não,0.0,0,11,Sim,0,NY,Masculino,55,Não,Não,Sim,2,Não,Mensal,Débito Automático,15,71,,
Não,68,363,819.3,0.0,0.0,Não,Não,0.0,0,0,Não,0,ND,Masculino,25,Sim,Não,Sim,2,Não,Anual,Cartão de Crédito,7,502,,
Não,65,339,909.0,0.0,0.0,Não,Não,0.0,0,7,Sim,0,WV,Masculino,21,Sim,Não,Sim,2,Sim,Mensal,Débito Automático,26,1720,,
Não,14,66,203.2,0.0,0.0,Não,Não,0.0,0,4,Sim,0,DC,Masculino,63,Não,Não,Sim,2,Não,Anual,Débito Automático,19,259,,
Não,23,52,116.3,0.0,0.0,Não,Não,0.0,0,9,Sim,0,CT,Masculino,70,Não,Sim,Sim,2,Não,2 Anos,Débito Automático,26,606,,
Sim,14,115,168.3,0.0,0.0,Não,Não,0.0,0,0,Não,0,CA,Masculino,30,Não,Não,Sim,2,Não,Anual,Débito Automático,10,141,,
Não,1,5,14.0,0.0,0.0,Não,Não,0.0,0,0,Não,0,RI,Masculino,27,Sim,Não,Sim,5,Não,Mensal,Débito Automático,6,6,,
Não,26,128,389.1,0.0,0.0,Não,Não,0.0,0,0,Não,0,CT,Feminino,50,Não,Não,Sim,5,Não,Anual,Cartão de Crédito,5,140,,
Não,71,306,778.7,0.0,0.0,Não,Não,0.0,0,0,Não,0,IN,Masculino,68,Não,Sim,Sim,2,Não,2 Anos,Débito Automático,9,625,,
Não,10,30,80.0,0.0,0.0,Não,Não,0.0,0,0,Não,0,NV,Feminino,25,Sim,Não,Sim,3,Não,2 Anos,Cartão de Crédito,7,70,,
Não,1,3,6.0,0.0,0.0,Não,Não,0.0,0,0,Não,0,AK,Masculino,23,Sim,Não,Sim,3,Não,Mensal,Cartão de Crédito,10,10,,
Não,22,199,263.4,0.0,0.0,Não,Não,0.0,0,16,Sim,0,WV,Masculino,21,Sim,Não,Sim,2,Não,Mensal,Cartão de Crédito,23,512,,
Não,1,7,15.0,0.0,0.0,Não,Não,0.0,0,0,Não,0,NM,Masculino,55,Não,Não,Sim,6,Não,Mensal,Cartão de Crédito,10,10,,
Não,70,131,352.3,0.0,0.0,Não,Não,0.0,0,15,Sim,0,NY,Masculino,53,Não,Não,Sim,2,Sim,2 Anos,Cartão de Crédito,33,2318,,
Não,6,11,30.2,0.0,0.0,Não,Não,0.0,0,15,Sim,0,LA,Feminino,22,Sim,Não,Sim,6,Não,Mensal,Débito Automático,12,72,,
Não,45,154,270.7,0.0,0.0,Não,Não,0.0,0,8,Sim,0,PA,Feminino,73,Não,Sim,Sim,4,Não,2 Anos,Débito Automático,53,2405,,
Não,33,129,262.0,0.0,0.0,Não,Não,0.0,0,13,Sim,0,MN,Feminino,32,Não,Não,Sim,2,Sim,Mensal,Débito Automático,20,639,,
Não,9,52,131.7,0.0,0.0,Não,Não,0.0,0,0,Não,0,ME,Masculino,59,Não,Não,Sim,5,Não,Mensal,Cartão de Crédito,9,75,,
Não,70,393,1125.5,0.0,0.0,Não,Não,0.0,0,37,Sim,0,NH,Feminino,28,Sim,Não,Sim,2,Sim,2 Anos,Débito Automático,30,2085,,
Não,22,114,261.5,0.0,0.0,Não,Não,0.0,0,0,Não,0,NC,Feminino,37,Não,Não,Sim,2,Não,Mensal,Cartão de Crédito,10,208,,
Não,7,28,86.3,0.0,0.0,Não,Não,0.0,0,0,Não,0,NJ,Feminino,58,Não,Não,Sim,3,Não,Mensal,Cartão de Crédito,11,70,,
Não,14,28,68.3,0.0,0.0,Não,Não,0.0,0,25,Sim,0,SD,Masculino,50,Não,Não,Sim,2,Não,Mensal,Cartão de Crédito,29,397,,
Não,16,79,190.8,0.0,0.0,Não,Não,0.0,0,17,Sim,0,VA,Feminino,33,Não,Não,Sim,2,Não,Anual,Cartão de Crédito,37,582,,
Não,72,162,432.4,0.0,0.0,Não,Não,0.0,0,10,Sim,0,RI,Feminino,47,Não,Não,Sim,2,Sim,2 Anos,Débito Automático,31,2259,,
Não,30,67,182.2,0.0,0.0,Não,Não,0.0,0,6,Sim,0,KY,Feminino,48,Não,Não,Sim,5,Não,Mensal,Débito Automático,29,887,,
Não,21,57,171.3,0.0,0.0,Não,Não,0.0,0,10,Sim,0,KS,Feminino,50,Não,Não,Sim,4,Sim,Mensal,Débito Automático,26,549,,
Não,49,225,538.9,0.0,0.0,Não,Não,0.0,0,0,Não,0,NJ,Masculino,45,Não,Não,Sim,2,Não,2 Anos,Cartão de Crédito,9,461,,
Não,24,42,96.1,0.0,0.0,Não,Não,0.0,0,0,Não,0,NC,Masculino,33,Não,Não,Sim,2,Não,2 Anos,Cartão de Crédito,6,150,,
Não,21,41,104.9,0.0,0.0,Não,Não,0.0,0,5,Sim,0,NY,Masculino,48,Não,Não,Sim,3,Não,Mensal,Débito Automático,20,430,,
Não,67,217,468.3,0.0,0.0,Não,Não,0.0,0,10,Sim,0,IL,Masculino,27,Sim,Não,Sim,4,Sim,2 Anos,Cartão de Crédito,40,2660,,
Não,20,106,273.3,0.0,0.0,Não,Não,0.0,0,4,Sim,0,NH,Masculino,63,Não,Não,Sim,3,Não,Anual,Débito Automático,22,425,,
Não,3,13,30.3,0.0,0.0,Não,Não,0.0,0,0,Não,0,CO,Masculino,59,Não,Não,Sim,3,Não,Anual,Cartão de Crédito,7,21,,
Não,63,186,315.7,0.0,0.0,Não,Não,0.0,0,6,Sim,0,NJ,Feminino,51,Não,Não,Sim,3,Não,Anual,Débito Automático,19,1172,,
Não,51,211,409.4,0.0,0.0,Não,Não,0.0,0,0,Não,0,KS,Masculino,21,Sim,Não,Sim,6,Não,2 Anos,Débito Automático,10,497,,
Não,18,81,179.7,0.0,0.0,Não,Não,0.0,0,0,Não,0,TX,Feminino,44,Não,Não,Sim,6,Não,2 Anos,Cartão de Crédito,10,180,,
Não,73,264,808.4,0.0,0.0,Não,Não,0.0,0,4,Sim,0,OR,Feminino,40,Não,Não,Sim,4,Sim,2 Anos,Cartão de Crédito,34,2475,,
Não,10,14,49.1,0.0,0.0,Não,Sim,0.0,0,0,Não,0,VT,Feminino,36,Não,Não,Sim,6,Não,Anual,Cartão de Crédito,7,64,,
Não,62,166,434.5,0.0,0.0,Não,Não,0.0,0,4,Sim,0,KS,Masculino,40,Não,Não,Sim,2,Sim,Anual,Cartão de Crédito,51,3152,,
Não,20,55,120.7,0.0,0.0,Não,Não,0.0,0,0,Não,0,IA,Feminino,29,Sim,Não,Sim,5,Não,Mensal,Cartão de Crédito,8,153,,
Não,18,73,196.7,0.0,0.0,Não,Não,0.0,0,18,Não,17,WI,Masculino,27,Sim,Não,Sim,2,Sim,Anual,Débito Automático,25,454,,
Não,74,228,516.8,0.0,0.0,Não,Não,0.0,0,11,Sim,0,IN,Masculino,63,Não,Não,Sim,3,Sim,2 Anos,Débito Automático,26,1890,,
Não,41,59,163.7,0.0,0.0,Não,Não,0.0,0,0,Não,0,WV,Masculino,27,Sim,Não,Sim,3,Não,Anual,Débito Automático,10,393,,
Não,61,116,307.5,0.0,0.0,Não,Não,0.0,0,26,Não,66,MN,Masculino,22,Sim,Não,Sim,4,Não,Mensal,Débito Automático,40,2459,,
Não,17,119,251.9,0.0,0.0,Não,Não,0.0,0,5,Sim,0,LA,Feminino,40,Não,Não,Sim,6,Sim,Mensal,Cartão de Crédito,49,815,,
Não,76,238,681.6,0.0,0.0,Não,Não,0.0,0,0,Não,0,ME,Feminino,36,Não,Não,Sim,6,Não,2 Anos,Débito Automático,11,847,,
Não,56,125,336.2,0.0,0.0,Não,Não,0.0,0,11,Sim,0,KS,Masculino,42,Não,Não,Sim,2,Não,Mensal,Cartão de Crédito,38,2128,,
Não,19,60,172.6,0.0,0.0,Não,Não,0.0,0,0,Não,0,MT,Masculino,35,Não,Não,Sim,6,Não,2 Anos,Cartão de Crédito,10,195,,
Não,8,60,119.0,0.0,0.0,Não,Não,0.0,0,41,Sim,0,LA,Masculino,22,Sim,Não,Sim,4,Sim,Anual,Débito Automático,39,327,,
Não,8,40,112.2,0.0,0.0,Não,Não,0.0,0,27,Sim,0,KS,Feminino,66,Não,Sim,Sim,6,Não,Mensal,Débito Automático,16,128,,
Não,71,359,989.6,0.0,0.0,Não,Não,0.0,0,15,Sim,0,OR,Feminino,44,Não,Não,Sim,5,Sim,2 Anos,Débito Automático,46,3233,,
Não,70,347,906.2,0.0,0.0,Não,Não,0.0,0,0,Não,0,TN,Masculino,49,Não,Não,Sim,6,Não,2 Anos,Débito Automático,8,562,,
Não,16,95,206.3,0.0,0.0,Não,Não,0.0,0,0,Não,0,MT,Masculino,43,Não,Não,Sim,6,Não,Mensal,Débito Automático,7,106,,
Não,69,107,276.7,0.0,0.0,Não,Não,0.0,0,7,Sim,0,GA,Masculino,34,Não,Não,Sim,2,Sim,2 Anos,Cartão de Crédito,44,3021,,
Não,73,290,730.3,292.0,678.9,Sim,Sim,0.0,0,27,Sim,0,RI,Feminino,32,Não,Não,Sim,5,Sim,2 Anos,Débito Automático,48,3470,,
Não,11,19,54.8,0.0,0.0,Não,Não,0.0,0,0,Não,0,TN,Feminino,55,Não,Não,Sim,4,Não,2 Anos,Cartão de Crédito,9,95,,
Não,38,146,340.1,0.0,0.0,Não,Não,0.0,0,0,Não,0,NH,Feminino,30,Não,Não,Sim,2,Não,Anual,Cartão de Crédito,9,359,,
Não,65,174,325.9,0.0,0.0,Não,Não,0.0,0,13,Sim,0,AZ,Feminino,35,Não,Não,Sim,2,Sim,2 Anos,Débito Automático,35,2256,,
Não,51,192,461.2,0.0,0.0,Não,Não,0.0,0,6,Sim,0,IA,Feminino,63,Não,Não,Sim,6,Sim,Anual,Débito Automático,17,870,,
Não,57,97,283.5,0.0,0.0,Não,Não,0.0,0,14,Sim,0,IN,Masculino,41,Não,Não,Sim,2,Sim,2 Anos,Cartão de Crédito,35,1977,,
Não,12,26,72.2,0.0,0.0,Não,Não,0.0,0,0,Não,0,MT,Feminino,48,Não,Não,Sim,4,Não,2 Anos,Cartão de Crédito,11,133,,
Não,1,7,16.0,0.0,0.0,Não,Não,0.0,0,16,Sim,0,AL,Masculino,22,Sim,Não,Sim,3,Não,Mensal,Cartão de Crédito,19,19,,
Não,27,48,133.0,0.0,0.0,Não,Não,0.0,0,13,Sim,0,MI,Masculino,37,Não,Não,Sim,5,Não,Anual,Cartão de Crédito,28,747,,
Não,65,74,259.4,0.0,0.0,Não,Não,0.0,0,8,Sim,0,KS,Feminino,36,Não,Não,Sim,2,Não,2 Anos,Cartão de Crédito,21,1353,,
Não,7,33,64.2,0.0,0.0,Não,Não,0.0,0,0,Não,0,MN,Masculino,30,Não,Não,Sim,2,Não,Mensal,Cartão de Crédito,9,67,,
Não,71,166,426.4,0.0,0.0,Não,Não,0.0,0,0,Não,0,IA,Feminino,63,Não,Não,Sim,3,Não,2 Anos,Débito Automático,8,592,,
Não,39,206,578.7,0.0,0.0,Não,Não,0.0,0,0,Não,0,WA,Feminino,45,Não,Não,Sim,6,Não,2 Anos,Débito Automático,7,280,,
Não,43,228,473.5,0.0,0.0,Não,Não,0.0,0,0,Não,0,VA,Masculino,23,Sim,Não,Sim,6,Não,Anual,Débito Automático,7,310,,
Não,3,20,41.2,0.0,0.0,Não,Não,0.0,0,6,Sim,0,WA,Masculino,36,Não,Não,Sim,3,Não,Mensal,Cartão de Crédito,16,55,,
Não,34,154,517.0,0.0,0.0,Não,Não,0.0,0,0,Não,0,NE,Feminino,41,Não,Não,Sim,5,Não,Mensal,Cartão de Crédito,11,382,,
Não,40,118,439.9,0.0,0.0,Não,Não,0.0,0,0,Não,0,WI,Feminino,30,Não,Não,Sim,3,Não,Anual,Débito Automático,7,290,,
Não,21,130,298.3,0.0,0.0,Não,Não,0.0,0,19,Sim,0,NH,Feminino,57,Não,Não,Sim,2,Não,Mensal,Débito Automático,34,731,,
Não,64,401,967.2,0.0,0.0,Não,Não,0.0,0,20,Não,27,VA,Feminino,25,Sim,Não,Sim,4,Sim,2 Anos,Cartão de Crédito,30,1933,,
Não,71,182,424.3,0.0,0.0,Não,Não,0.0,0,17,Sim,0,TN,Feminino,29,Sim,Não,Sim,5,Sim,2 Anos,Débito Automático,27,1924,,
Não,21,59,150.2,0.0,0.0,Não,Não,0.0,0,0,Não,0,AZ,Masculino,46,Não,Não,Sim,2,Não,Mensal,Cartão de Crédito,10,215,,
Não,67,109,269.4,0.0,0.0,Não,Não,0.0,0,3,Sim,0,ID,Feminino,56,Não,Não,Sim,2,Não,2 Anos,Débito Automático,12,833,,
Não,2,6,12.3,0.0,0.0,Não,Não,0.0,0,13,Sim,0,WY,Feminino,30,Não,Não,Sim,3,Não,Mensal,Cartão de Crédito,20,42,,
Não,46,220,554.7,184.0,381.8,Sim,Sim,0.0,0,17,Sim,0,WY,Feminino,29,Sim,Não,Sim,3,Não,Mensal,Débito Automático,17,771,,
Não,15,28,59.9,60.0,153.0,Sim,Sim,0.0,0,9,Sim,0,WA,Masculino,20,Sim,Não,Sim,5,Não,Mensal,Cartão de Crédito,18,269,,
Não,26,32,102.1,0.0,0.0,Não,Não,0.0,0,10,Sim,0,IL,Masculino,35,Não,Não,Sim,3,Sim,Anual,Cartão de Crédito,14,346,,
Não,19,107,264.3,0.0,0.0,Não,Não,0.0,0,0,Não,0,MD,Masculino,40,Não,Não,Sim,4,Não,Mensal,Débito Automático,7,126,,
Não,15,71,226.8,0.0,0.0,Não,Não,0.0,0,15,Sim,0,VT,Feminino,61,Não,Não,Sim,2,Sim,Mensal,Débito Automático,38,582,,
Não,52,453,729.8,0.0,0.0,Não,Não,0.0,0,0,Não,0,HI,Masculino,26,Sim,Não,Sim,2,Não,2 Anos,Cartão de Crédito,9,452,,
Não,13,14,50.8,0.0,0.0,Não,Não,0.0,0,0,Não,0,WY,Masculino,38,Não,Não,Sim,2,Não,Mensal,Cartão de Crédito,5,68,,
Não,48,232,532.9,0.0,0.0,Não,Não,0.0,0,29,Sim,0,MI,Masculino,38,Não,Não,Sim,3,Sim,Anual,Cartão de Crédito,36,1731,,
Não,55,246,709.8,0.0,0.0,Não,Não,0.0,0,11,Sim,0,VT,Feminino,57,Não,Não,Sim,5,Sim,2 Anos,Cartão de Crédito,19,1055,,
Não,5,22,42.9,0.0,0.0,Não,Não,0.0,0,5,Não,23,VT,Feminino,59,Não,Não,Sim,2,Sim,2 Anos,Cartão de Crédito,17,91,,
Não,50,230,551.9,0.0,0.0,Não,Não,0.0,0,4,Sim,0,MO,Masculino,33,Não,Não,Sim,3,Sim,Anual,Débito Automático,56,2833,,
Não,57,393,685.9,0.0,0.0,Não,Não,0.0,0,2,Sim,0,WI,Masculino,36,Não,Não,Sim,3,Sim,Anual,Débito Automático,55,3117,,
Não,66,182,461.1,0.0,0.0,Não,Não,0.0,0,4,Sim,0,NJ,Feminino,42,Não,Não,Sim,2,Sim,2 Anos,Cartão de Crédito,42,2768,,
Não,50,122,252.5,0.0,0.0,Não,Não,0.0,0,25,Sim,0,NE,Feminino,54,Não,Não,Sim,3,Sim,Anual,Débito Automático,34,1715,,
Não,69,227,480.6,276.0,862.5,Sim,Sim,0.0,0,11,Sim,0,MD,Feminino,64,Não,Não,Sim,5,Sim,2 Anos,Cartão de Crédito,22,1522,,
Não,18,100,287.6,0.0,0.0,Não,Não,0.0,2,0,Não,0,TX,Masculino,53,Não,Não,Sim,2,Não,Anual,Cartão de Crédito,6,116,,
Não,70,149,351.1,0.0,0.0,Não,Não,0.0,2,0,Não,0,AZ,Feminino,28,Sim,Não,Sim,2,Não,2 Anos,Cartão de Crédito,6,408,,
Não,57,132,284.3,0.0,0.0,Não,Não,0.0,0,15,Sim,0,KY,Feminino,55,Não,Não,Sim,5,Sim,2 Anos,Cartão de Crédito,29,1636,,
Não,67,322,734.3,0.0,0.0,Não,Não,0.0,0,38,Sim,0,RI,Masculino,63,Não,Não,Sim,3,Sim,Anual,Débito Automático,40,2656,,
Não,70,192,417.3,280.0,854.0,Sim,Sim,0.0,2,0,Não,0,AL,Masculino,22,Sim,Não,Sim,3,Não,2 Anos,Débito Automático,7,483,,
Não,60,196,602.0,0.0,0.0,Não,Não,0.0,0,6,Sim,0,WV,Feminino,48,Não,Não,Sim,2,Sim,Mensal,Débito Automático,39,2363,,
Não,1,6,12.0,0.0,0.0,Não,Não,0.0,0,0,Não,0,UT,Masculino,59,Não,Não,Sim,2,Não,Anual,Cartão de Crédito,8,8,,
Não,70,560,1051.9,280.0,847.0,Sim,Sim,0.0,0,0,Não,0,IL,Masculino,74,Não,Sim,Sim,3,Não,2 Anos,Cartão de Crédito,7,525,,
Não,33,99,234.3,0.0,0.0,Não,Não,0.0,2,0,Não,0,MI,Masculino,67,Não,Sim,Sim,2,Não,Anual,Débito Automático,7,239,,
Não,5,19,47.9,20.0,53.5,Sim,Sim,0.0,2,0,Não,0,WI,Feminino,60,Não,Não,Sim,6,Não,Anual,Cartão de Crédito,10,47,,
Não,70,237,489.7,0.0,0.0,Não,Não,0.0,2,6,Sim,0,VT,Feminino,50,Não,Não,Sim,2,Sim,Anual,Débito Automático,19,1319,,
Não,2,9,26.8,0.0,0.0,Não,Não,0.0,0,5,Sim,0,WV,Feminino,21,Sim,Não,Sim,4,Não,Mensal,Cartão de Crédito,17,35,,
Não,58,266,868.6,0.0,0.0,Não,Não,0.0,2,0,Não,0,ID,Masculino,66,Não,Sim,Sim,3,Não,2 Anos,Cartão de Crédito,11,660,,
Não,72,208,432.0,0.0,0.0,Não,Não,0.0,0,4,Sim,0,NV,Feminino,77,Não,Sim,Sim,2,Não,Anual,Débito Automático,19,1344,,
Não,73,363,1090.2,0.0,0.0,Não,Não,0.0,2,7,Sim,0,AL,Masculino,54,Não,Não,Sim,5,Sim,2 Anos,Cartão de Crédito,52,3783,,
Não,10,66,149.1,0.0,0.0,Não,Não,0.0,1,0,Não,0,UT,Feminino,45,Não,Não,Sim,3,Não,Mensal,Débito Automático,9,89,,
Não,72,242,504.3,0.0,0.0,Não,Não,0.0,1,8,Não,4,OH,Feminino,43,Não,Não,Sim,4,Sim,2 Anos,Débito Automático,35,2501,,
Não,54,288,867.5,216.0,702.0,Sim,Sim,0.0,1,0,Não,0,MD,Masculino,37,Não,Não,Sim,6,Não,2 Anos,Cartão de Crédito,7,384,,
Não,34,170,509.7,0.0,0.0,Não,Não,0.0,0,13,Sim,0,PA,Feminino,28,Sim,Não,Sim,2,Sim,2 Anos,Cartão de Crédito,48,1640,,
Não,44,65,176.0,0.0,0.0,Não,Não,0.0,2,17,Sim,0,WI,Feminino,26,Sim,Não,Sim,4,Sim,Mensal,Débito Automático,39,1704,,
Não,56,156,449.5,224.0,616.0,Sim,Sim,0.0,0,13,Sim,0,NV,Feminino,29,Sim,Não,Sim,6,Não,Anual,Cartão de Crédito,31,1764,,
Não,72,291,648.6,0.0,0.0,Não,Não,0.0,2,29,Sim,0,NV,Masculino,42,Não,Não,Sim,6,Sim,2 Anos,Cartão de Crédito,48,3467,,
Não,66,181,394.4,0.0,0.0,Não,Não,0.0,0,0,Não,0,AZ,Masculino,64,Não,Não,Sim,3,Não,2 Anos,Débito Automático,9,568,,
Não,68,189,613.3,0.0,0.0,Não,Não,0.0,0,0,Não,0,NY,Masculino,32,Não,Não,Sim,3,Não,2 Anos,Débito Automático,8,578,,
Não,37,170,558.2,0.0,0.0,Não,Não,0.0,1,0,Não,0,HI,Feminino,28,Sim,Não,Sim,3,Não,Anual,Débito Automático,5,203,,
Não,21,112,230.4,0.0,0.0,Não,Não,0.0,0,7,Sim,0,MO,Masculino,36,Não,Não,Sim,6,Sim,2 Anos,Cartão de Crédito,20,429,,
Não,18,19,70.0,0.0,0.0,Não,Não,0.0,1,20,Sim,0,NM,Masculino,27,Sim,Não,Sim,2,Sim,Anual,Cartão de Crédito,20,345,,
Não,59,166,294.4,0.0,0.0,Não,Não,0.0,1,29,Não,31,ID,Masculino,36,Não,Não,Sim,6,Não,Anual,Cartão de Crédito,31,1808,,
Não,15,53,131.0,0.0,0.0,Não,Não,0.0,0,29,Sim,0,IA,Masculino,56,Não,Não,Sim,3,Não,2 Anos,Cartão de Crédito,17,241,,
Não,54,125,324.8,0.0,0.0,Não,Não,0.0,0,0,Não,0,IA,Masculino,58,Não,Não,Sim,2,Não,2 Anos,Cartão de Crédito,9,497,,
Sim,7,14,35.8,0.0,0.0,Não,Não,0.0,0,9,Sim,0,CA,Feminino,54,Não,Não,Sim,4,Não,Mensal,Débito Automático,18,128,,
Não,47,344,659.9,188.0,568.7,Sim,Sim,0.0,1,11,Sim,0,ME,Masculino,38,Não,Não,Sim,2,Sim,Anual,Débito Automático,28,1307,,
Não,57,444,743.5,0.0,0.0,Não,Não,0.0,1,6,Sim,0,WV,Masculino,58,Não,Não,Sim,6,Não,Anual,Cartão de Crédito,38,2177,,
Não,41,137,364.9,0.0,0.0,Não,Não,0.0,2,15,Sim,0,MI,Feminino,25,Sim,Não,Sim,2,Sim,Mensal,Débito Automático,36,1451,,
Não,38,92,267.4,0.0,0.0,Não,Não,0.0,0,0,Não,0,ID,Feminino,28,Sim,Não,Sim,2,Não,Mensal,Cartão de Crédito,7,275,,
Não,47,182,421.9,0.0,0.0,Não,Não,0.0,2,4,Sim,0,FL,Masculino,62,Não,Não,Sim,3,Sim,Anual,Débito Automático,35,1647,,
Não,52,142,568.1,0.0,0.0,Não,Não,0.0,0,17,Sim,0,MN,Masculino,25,Sim,Não,Sim,4,Não,Mensal,Débito Automático,44,2264,,
Não,16,78,233.3,0.0,0.0,Não,Não,0.0,1,3,Sim,0,VT,Masculino,57,Não,Não,Sim,2,Não,Mensal,Débito Automático,15,226,,
Não,58,238,758.9,0.0,0.0,Não,Não,0.0,1,0,Não,0,MA,Feminino,51,Não,Não,Sim,2,Não,2 Anos,Cartão de Crédito,6,324,,
Não,73,291,725.1,0.0,0.0,Não,Não,0.0,0,20,Sim,0,AZ,Feminino,26,Sim,Não,Sim,2,Não,2 Anos,Débito Automático,44,3156,,
Não,14,77,207.9,0.0,0.0,Não,Não,0.0,0,26,Sim,0,WI,Masculino,24,Sim,Não,Sim,6,Sim,2 Anos,Débito Automático,28,388,,
Não,73,373,874.1,0.0,0.0,Não,Não,0.0,3,6,Sim,0,UT,Feminino,65,Não,Sim,Sim,3,Não,2 Anos,Cartão de Crédito,30,2178,,
Não,22,94,238.5,0.0,0.0,Não,Não,0.0,1,4,Não,18,WA,Feminino,51,Não,Não,Sim,5,Não,Mensal,Débito Automático,13,277,,
Não,56,129,389.1,0.0,0.0,Não,Não,0.0,2,0,Não,0,NJ,Masculino,43,Não,Não,Sim,2,Não,2 Anos,Cartão de Crédito,8,438,,
