Etiqueta de rotatividade,Duracao da conta (em meses),Chamadas locais,Minutos Local,Chamadas internacionais,Minutos Internacional,Plano Internacional Ativo,Plano internacional,Tarifas internacionais extras,Chamadas de atendimento ao cliente,Media mensal de GB para download,Plano de Dados Ilimitado,Cobrancas extras de dados,Estado,Genero,Idade,Menos de 30,Idoso,Grupo,Numero de Clientes por Grupo,Protecao de Dispositivo & Online Backup,Tipo de Contrato,Modo de Pagamento,Cobranca Mensal,Total de Cobrancas,Categoria de Rotatividade,Motivo da Rotatividade
Nao,19,60,172.6,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,MT,Masculino,35,Nao,Nao,Sim,6,Nao,2 Anos,Cartao de Credito,10,195,,
Nao,8,60,119.0,0.0,0.0,Nao,Nao,0.0,0,41,Sim,0,LA,Masculino,22,Sim,Nao,Sim,4,Sim,Anual,Debito Automatico,39,327,,
Nao,8,40,112.2,0.0,0.0,Nao,Nao,0.0,0,27,Sim,0,KS,Feminino,66,Nao,Sim,Sim,6,Nao,Mensal,Debito Automatico,16,128,,
Nao,71,359,989.6,0.0,0.0,Nao,Nao,0.0,0,15,Sim,0,OR,Feminino,44,Nao,Nao,Sim,5,Sim,2 Anos,Debito Automatico,46,3233,,
Nao,70,347,906.2,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,TN,Masculino,49,Nao,Nao,Sim,6,Nao,2 Anos,Debito Automatico,8,562,,
Nao,16,95,206.3,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,MT,Masculino,43,Nao,Nao,Sim,6,Nao,Mensal,Debito Automatico,7,106,,
Nao,69,107,276.7,0.0,0.0,Nao,Nao,0.0,0,7,Sim,0,GA,Masculino,34,Nao,Nao,Sim,2,Sim,2 Anos,Cartao de Credito,44,3021,,
Nao,73,290,730.3,292.0,678.9,Sim,Sim,0.0,0,27,Sim,0,RI,Feminino,32,Nao,Nao,Sim,5,Sim,2 Anos,Debito Automatico,48,3470,,
Nao,11,19,54.8,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,TN,Feminino,55,Nao,Nao,Sim,4,Nao,2 Anos,Cartao de Credito,9,95,,
Nao,38,146,340.1,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,NH,Feminino,30,Nao,Nao,Sim,2,Nao,Anual,Cartao de Credito,9,359,,
Nao,65,174,325.9,0.0,0.0,Nao,Nao,0.0,0,13,Sim,0,AZ,Feminino,35,Nao,Nao,Sim,2,Sim,2 Anos,Debito Automatico,35,2256,,
Nao,51,192,461.2,0.0,0.0,Nao,Nao,0.0,0,6,Sim,0,IA,Feminino,63,Nao,Nao,Sim,6,Sim,Anual,Debito Automatico,17,870,,
Nao,57,97,283.5,0.0,0.0,Nao,Nao,0.0,0,14,Sim,0,IN,Masculino,41,Nao,Nao,Sim,2,Sim,2 Anos,Cartao de Credito,35,1977,,
Nao,12,26,72.2,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,MT,Feminino,48,Nao,Nao,Sim,4,Nao,2 Anos,Cartao de Credito,11,133,,
Nao,1,7,16.0,0.0,0.0,Nao,Nao,0.0,0,16,Sim,0,AL,Masculino,22,Sim,Nao,Sim,3,Nao,Mensal,Cartao de Credito,19,19,,
Nao,27,48,133.0,0.0,0.0,Nao,Nao,0.0,0,13,Sim,0,MI,Masculino,37,Nao,Nao,Sim,5,Nao,Anual,Cartao de Credito,28,747,,
Nao,65,74,259.4,0.0,0.0,Nao,Nao,0.0,0,8,Sim,0,KS,Feminino,36,Nao,Nao,Sim,2,Nao,2 Anos,Cartao de Credito,21,1353,,
Nao,7,33,64.2,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,MN,Masculino,30,Nao,Nao,Sim,2,Nao,Mensal,Cartao de Credito,9,67,,
Nao,71,166,426.4,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,IA,Feminino,63,Nao,Nao,Sim,3,Nao,2 Anos,Debito Automatico,8,592,,
Nao,39,206,578.7,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,WA,Feminino,45,Nao,Nao,Sim,6,Nao,2 Anos,Debito Automatico,7,280,,
Nao,43,228,473.5,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,VA,Masculino,23,Sim,Nao,Sim,6,Nao,Anual,Debito Automatico,7,310,,
Nao,3,20,41.2,0.0,0.0,Nao,Nao,0.0,0,6,Sim,0,WA,Masculino,36,Nao,Nao,Sim,3,Nao,Mensal,Cartao de Credito,16,55,,
Nao,34,154,517.0,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,NE,Feminino,41,Nao,Nao,Sim,5,Nao,Mensal,Cartao de Credito,11,382,,
Nao,40,118,439.9,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,WI,Feminino,30,Nao,Nao,Sim,3,Nao,Anual,Debito Automatico,7,290,,
Nao,21,130,298.3,0.0,0.0,Nao,Nao,0.0,0,19,Sim,0,NH,Feminino,57,Nao,Nao,Sim,2,Nao,Mensal,Debito Automatico,34,731,,
Nao,64,401,967.2,0.0,0.0,Nao,Nao,0.0,0,20,Nao,27,VA,Feminino,25,Sim,Nao,Sim,4,Sim,2 Anos,Cartao de Credito,30,1933,,
Nao,71,182,424.3,0.0,0.0,Nao,Nao,0.0,0,17,Sim,0,TN,Feminino,29,Sim,Nao,Sim,5,Sim,2 Anos,Debito Automatico,27,1924,,
Nao,21,59,150.2,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,AZ,Masculino,46,Nao,Nao,Sim,2,Nao,Mensal,Cartao de Credito,10,215,,
Nao,67,109,269.4,0.0,0.0,Nao,Nao,0.0,0,3,Sim,0,ID,Feminino,56,Nao,Nao,Sim,2,Nao,2 Anos,Debito Automatico,12,833,,
Nao,2,6,12.3,0.0,0.0,Nao,Nao,0.0,0,13,Sim,0,WY,Feminino,30,Nao,Nao,Sim,3,Nao,Mensal,Cartao de Credito,20,42,,
Nao,46,220,554.7,184.0,381.8,Sim,Sim,0.0,0,17,Sim,0,WY,Feminino,29,Sim,Nao,Sim,3,Nao,Mensal,Debito Automatico,17,771,,
Nao,15,28,59.9,60.0,153.0,Sim,Sim,0.0,0,9,Sim,0,WA,Masculino,20,Sim,Nao,Sim,5,Nao,Mensal,Cartao de Credito,18,269,,
Nao,26,32,102.1,0.0,0.0,Nao,Nao,0.0,0,10,Sim,0,IL,Masculino,35,Nao,Nao,Sim,3,Sim,Anual,Cartao de Credito,14,346,,
Nao,19,107,264.3,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,MD,Masculino,40,Nao,Nao,Sim,4,Nao,Mensal,Debito Automatico,7,126,,
Nao,15,71,226.8,0.0,0.0,Nao,Nao,0.0,0,15,Sim,0,VT,Feminino,61,Nao,Nao,Sim,2,Sim,Mensal,Debito Automatico,38,582,,
Nao,52,453,729.8,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,HI,Masculino,26,Sim,Nao,Sim,2,Nao,2 Anos,Cartao de Credito,9,452,,
Nao,13,14,50.8,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,WY,Masculino,38,Nao,Nao,Sim,2,Nao,Mensal,Cartao de Credito,5,68,,
Nao,48,232,532.9,0.0,0.0,Nao,Nao,0.0,0,29,Sim,0,MI,Masculino,38,Nao,Nao,Sim,3,Sim,Anual,Cartao de Credito,36,1731,,
Nao,55,246,709.8,0.0,0.0,Nao,Nao,0.0,0,11,Sim,0,VT,Feminino,57,Nao,Nao,Sim,5,Sim,2 Anos,Cartao de Credito,19,1055,,
Nao,5,22,42.9,0.0,0.0,Nao,Nao,0.0,0,5,Nao,23,VT,Feminino,59,Nao,Nao,Sim,2,Sim,2 Anos,Cartao de Credito,17,91,,
Nao,50,230,551.9,0.0,0.0,Nao,Nao,0.0,0,4,Sim,0,MO,Masculino,33,Nao,Nao,Sim,3,Sim,Anual,Debito Automatico,56,2833,,
Nao,57,393,685.9,0.0,0.0,Nao,Nao,0.0,0,2,Sim,0,WI,Masculino,36,Nao,Nao,Sim,3,Sim,Anual,Debito Automatico,55,3117,,
Nao,66,182,461.1,0.0,0.0,Nao,Nao,0.0,0,4,Sim,0,NJ,Feminino,42,Nao,Nao,Sim,2,Sim,2 Anos,Cartao de Credito,42,2768,,
Nao,50,122,252.5,0.0,0.0,Nao,Nao,0.0,0,25,Sim,0,NE,Feminino,54,Nao,Nao,Sim,3,Sim,Anual,Debito Automatico,34,1715,,
Nao,69,227,480.6,276.0,862.5,Sim,Sim,0.0,0,11,Sim,0,MD,Feminino,64,Nao,Nao,Sim,5,Sim,2 Anos,Cartao de Credito,22,1522,,
Nao,18,100,287.6,0.0,0.0,Nao,Nao,0.0,2,0,Nao,0,TX,Masculino,53,Nao,Nao,Sim,2,Nao,Anual,Cartao de Credito,6,116,,
Nao,70,149,351.1,0.0,0.0,Nao,Nao,0.0,2,0,Nao,0,AZ,Feminino,28,Sim,Nao,Sim,2,Nao,2 Anos,Cartao de Credito,6,408,,
Nao,57,132,284.3,0.0,0.0,Nao,Nao,0.0,0,15,Sim,0,KY,Feminino,55,Nao,Nao,Sim,5,Sim,2 Anos,Cartao de Credito,29,1636,,
Nao,67,322,734.3,0.0,0.0,Nao,Nao,0.0,0,38,Sim,0,RI,Masculino,63,Nao,Nao,Sim,3,Sim,Anual,Debito Automatico,40,2656,,
Nao,70,192,417.3,280.0,854.0,Sim,Sim,0.0,2,0,Nao,0,AL,Masculino,22,Sim,Nao,Sim,3,Nao,2 Anos,Debito Automatico,7,483,,
Nao,60,196,602.0,0.0,0.0,Nao,Nao,0.0,0,6,Sim,0,WV,Feminino,48,Nao,Nao,Sim,2,Sim,Mensal,Debito Automatico,39,2363,,
Nao,1,6,12.0,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,UT,Masculino,59,Nao,Nao,Sim,2,Nao,Anual,Cartao de Credito,8,8,,
Nao,70,560,1051.9,280.0,847.0,Sim,Sim,0.0,0,0,Nao,0,IL,Masculino,74,Nao,Sim,Sim,3,Nao,2 Anos,Cartao de Credito,7,525,,
Nao,33,99,234.3,0.0,0.0,Nao,Nao,0.0,2,0,Nao,0,MI,Masculino,67,Nao,Sim,Sim,2,Nao,Anual,Debito Automatico,7,239,,
Nao,5,19,47.9,20.0,53.5,Sim,Sim,0.0,2,0,Nao,0,WI,Feminino,60,Nao,Nao,Sim,6,Nao,Anual,Cartao de Credito,10,47,,
Nao,70,237,489.7,0.0,0.0,Nao,Nao,0.0,2,6,Sim,0,VT,Feminino,50,Nao,Nao,Sim,2,Sim,Anual,Debito Automatico,19,1319,,
Nao,2,9,26.8,0.0,0.0,Nao,Nao,0.0,0,5,Sim,0,WV,Feminino,21,Sim,Nao,Sim,4,Nao,Mensal,Cartao de Credito,17,35,,
Nao,58,266,868.6,0.0,0.0,Nao,Nao,0.0,2,0,Nao,0,ID,Masculino,66,Nao,Sim,Sim,3,Nao,2 Anos,Cartao de Credito,11,660,,
Nao,72,208,432.0,0.0,0.0,Nao,Nao,0.0,0,4,Sim,0,NV,Feminino,77,Nao,Sim,Sim,2,Nao,Anual,Debito Automatico,19,1344,,
Nao,73,363,1090.2,0.0,0.0,Nao,Nao,0.0,2,7,Sim,0,AL,Masculino,54,Nao,Nao,Sim,5,Sim,2 Anos,Cartao de Credito,52,3783,,
Nao,10,66,149.1,0.0,0.0,Nao,Nao,0.0,1,0,Nao,0,UT,Feminino,45,Nao,Nao,Sim,3,Nao,Mensal,Debito Automatico,9,89,,
Nao,72,242,504.3,0.0,0.0,Nao,Nao,0.0,1,8,Nao,4,OH,Feminino,43,Nao,Nao,Sim,4,Sim,2 Anos,Debito Automatico,35,2501,,
Nao,54,288,867.5,216.0,702.0,Sim,Sim,0.0,1,0,Nao,0,MD,Masculino,37,Nao,Nao,Sim,6,Nao,2 Anos,Cartao de Credito,7,384,,
Nao,34,170,509.7,0.0,0.0,Nao,Nao,0.0,0,13,Sim,0,PA,Feminino,28,Sim,Nao,Sim,2,Sim,2 Anos,Cartao de Credito,48,1640,,
Nao,44,65,176.0,0.0,0.0,Nao,Nao,0.0,2,17,Sim,0,WI,Feminino,26,Sim,Nao,Sim,4,Sim,Mensal,Debito Automatico,39,1704,,
Nao,56,156,449.5,224.0,616.0,Sim,Sim,0.0,0,13,Sim,0,NV,Feminino,29,Sim,Nao,Sim,6,Nao,Anual,Cartao de Credito,31,1764,,
Nao,72,291,648.6,0.0,0.0,Nao,Nao,0.0,2,29,Sim,0,NV,Masculino,42,Nao,Nao,Sim,6,Sim,2 Anos,Cartao de Credito,48,3467,,
Nao,66,181,394.4,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,AZ,Masculino,64,Nao,Nao,Sim,3,Nao,2 Anos,Debito Automatico,9,568,,
Nao,68,189,613.3,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,NY,Masculino,32,Nao,Nao,Sim,3,Nao,2 Anos,Debito Automatico,8,578,,
Nao,37,170,558.2,0.0,0.0,Nao,Nao,0.0,1,0,Nao,0,HI,Feminino,28,Sim,Nao,Sim,3,Nao,Anual,Debito Automatico,5,203,,
Nao,21,112,230.4,0.0,0.0,Nao,Nao,0.0,0,7,Sim,0,MO,Masculino,36,Nao,Nao,Sim,6,Sim,2 Anos,Cartao de Credito,20,429,,
Nao,18,19,70.0,0.0,0.0,Nao,Nao,0.0,1,20,Sim,0,NM,Masculino,27,Sim,Nao,Sim,2,Sim,Anual,Cartao de Credito,20,345,,
Nao,59,166,294.4,0.0,0.0,Nao,Nao,0.0,1,29,Nao,31,ID,Masculino,36,Nao,Nao,Sim,6,Nao,Anual,Cartao de Credito,31,1808,,
Nao,15,53,131.0,0.0,0.0,Nao,Nao,0.0,0,29,Sim,0,IA,Masculino,56,Nao,Nao,Sim,3,Nao,2 Anos,Cartao de Credito,17,241,,
Nao,54,125,324.8,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,IA,Masculino,58,Nao,Nao,Sim,2,Nao,2 Anos,Cartao de Credito,9,497,,
Sim,7,14,35.8,0.0,0.0,Nao,Nao,0.0,0,9,Sim,0,CA,Feminino,54,Nao,Nao,Sim,4,Nao,Mensal,Debito Automatico,18,128,,
Nao,47,344,659.9,188.0,568.7,Sim,Sim,0.0,1,11,Sim,0,ME,Masculino,38,Nao,Nao,Sim,2,Sim,Anual,Debito Automatico,28,1307,,
Nao,57,444,743.5,0.0,0.0,Nao,Nao,0.0,1,6,Sim,0,WV,Masculino,58,Nao,Nao,Sim,6,Nao,Anual,Cartao de Credito,38,2177,,
Nao,41,137,364.9,0.0,0.0,Nao,Nao,0.0,2,15,Sim,0,MI,Feminino,25,Sim,Nao,Sim,2,Sim,Mensal,Debito Automatico,36,1451,,
Nao,38,92,267.4,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,ID,Feminino,28,Sim,Nao,Sim,2,Nao,Mensal,Cartao de Credito,7,275,,
Nao,47,182,421.9,0.0,0.0,Nao,Nao,0.0,2,4,Sim,0,FL,Masculino,62,Nao,Nao,Sim,3,Sim,Anual,Debito Automatico,35,1647,,
Nao,52,142,568.1,0.0,0.0,Nao,Nao,0.0,0,17,Sim,0,MN,Masculino,25,Sim,Nao,Sim,4,Nao,Mensal,Debito Automatico,44,2264,,
Nao,16,78,233.3,0.0,0.0,Nao,Nao,0.0,1,3,Sim,0,VT,Masculino,57,Nao,Nao,Sim,2,Nao,Mensal,Debito Automatico,15,226,,
Nao,58,238,758.9,0.0,0.0,Nao,Nao,0.0,1,0,Nao,0,MA,Feminino,51,Nao,Nao,Sim,2,Nao,2 Anos,Cartao de Credito,6,324,,
Nao,73,291,725.1,0.0,0.0,Nao,Nao,0.0,0,20,Sim,0,AZ,Feminino,26,Sim,Nao,Sim,2,Nao,2 Anos,Debito Automatico,44,3156,,
Nao,14,77,207.9,0.0,0.0,Nao,Nao,0.0,0,26,Sim,0,WI,Masculino,24,Sim,Nao,Sim,6,Sim,2 Anos,Debito Automatico,28,388,,
Nao,73,373,874.1,0.0,0.0,Nao,Nao,0.0,3,6,Sim,0,UT,Feminino,65,Nao,Sim,Sim,3,Nao,2 Anos,Cartao de Credito,30,2178,,
Nao,22,94,238.5,0.0,0.0,Nao,Nao,0.0,1,4,Nao,18,WA,Feminino,51,Nao,Nao,Sim,5,Nao,Mensal,Debito Automatico,13,277,,
Nao,56,129,389.1,0.0,0.0,Nao,Nao,0.0,2,0,Nao,0,NJ,Masculino,43,Nao,Nao,Sim,2,Nao,2 Anos,Cartao de Credito,8,438,,
Nao,69,426,967.9,0.0,0.0,Nao,Nao,0.0,2,0,Nao,0,VA,Feminino,48,Nao,Nao,Sim,2,Nao,2 Anos,Debito Automatico,9,609,,
Nao,38,192,414.6,152.0,509.2,Sim,Sim,0.0,0,18,Sim,0,NC,Feminino,34,Nao,Nao,Sim,3,Nao,Mensal,Cartao de Credito,50,1871,,
Nao,61,205,608.9,0.0,0.0,Nao,Nao,0.0,0,8,Nao,48,AK,Feminino,29,Sim,Nao,Sim,3,Nao,Mensal,Debito Automatico,29,1748,,
Nao,27,142,356.2,0.0,0.0,Nao,Nao,0.0,0,27,Sim,0,IN,Masculino,50,Nao,Nao,Sim,2,Nao,Anual,Cartao de Credito,42,1158,,
Nao,4,15,35.2,0.0,0.0,Nao,Nao,0.0,0,26,Sim,0,MI,Feminino,30,Nao,Nao,Sim,3,Sim,Mensal,Cartao de Credito,28,109,,
Nao,10,71,166.5,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,RI,Masculino,27,Sim,Nao,Sim,5,Nao,Mensal,Cartao de Credito,12,120,,
Nao,20,88,259.4,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,NM,Masculino,59,Nao,Nao,Sim,6,Nao,2 Anos,Cartao de Credito,10,203,,
Nao,16,37,81.5,0.0,0.0,Nao,Nao,0.0,0,12,Sim,0,NJ,Feminino,24,Sim,Nao,Sim,2,Nao,Mensal,Cartao de Credito,25,405,,
Nao,18,66,199.9,0.0,0.0,Nao,Nao,0.0,0,3,Nao,45,NY,Masculino,55,Nao,Nao,Sim,2,Nao,Mensal,Cartao de Credito,16,282,,
Nao,69,268,482.9,0.0,0.0,Nao,Nao,0.0,0,8,Sim,0,AZ,Feminino,63,Nao,Nao,Sim,3,Sim,2 Anos,Debito Automatico,18,1243,,
Nao,65,256,718.8,0.0,0.0,Nao,Nao,0.0,0,13,Sim,0,WI,Masculino,38,Nao,Nao,Sim,3,Sim,2 Anos,Cartao de Credito,23,1495,,
Nao,23,132,361.3,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,WV,Masculino,19,Sim,Nao,Sim,6,Nao,Anual,Cartao de Credito,6,146,,
Nao,57,338,680.2,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,MN,Feminino,22,Sim,Nao,Sim,2,Nao,2 Anos,Cartao de Credito,9,529,,
Nao,73,323,798.0,0.0,0.0,Nao,Nao,0.0,0,35,Nao,38,TN,Feminino,28,Sim,Nao,Sim,3,Sim,2 Anos,Debito Automatico,23,1672,,
Nao,7,28,67.8,0.0,0.0,Nao,Nao,0.0,0,5,Sim,0,ND,Feminino,32,Nao,Nao,Sim,2,Nao,Mensal,Cartao de Credito,15,102,,
Nao,6,34,75.2,0.0,0.0,Nao,Nao,0.0,0,15,Sim,0,VA,Feminino,44,Nao,Nao,Sim,2,Nao,Mensal,Cartao de Credito,23,145,,
Nao,71,120,355.3,0.0,0.0,Nao,Nao,0.0,0,3,Nao,21,SD,Masculino,35,Nao,Nao,Sim,4,Sim,2 Anos,Debito Automatico,35,2480,,
Nao,15,35,137.8,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,KY,Feminino,43,Nao,Nao,Sim,5,Nao,2 Anos,Cartao de Credito,9,143,,
Nao,67,114,336.8,0.0,0.0,Nao,Nao,0.0,0,12,Sim,0,MS,Feminino,19,Sim,Nao,Sim,4,Sim,2 Anos,Cartao de Credito,23,1529,,
Nao,70,145,350.2,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,PA,Feminino,51,Nao,Nao,Sim,6,Nao,2 Anos,Cartao de Credito,6,390,,
Nao,22,181,354.0,0.0,0.0,Nao,Nao,0.0,0,15,Sim,0,MN,Feminino,55,Nao,Nao,Sim,6,Nao,Anual,Cartao de Credito,39,859,,
Nao,71,246,640.9,0.0,0.0,Nao,Nao,0.0,0,19,Nao,25,WY,Masculino,35,Nao,Nao,Sim,5,Sim,2 Anos,Cartao de Credito,57,4041,,
Nao,5,33,86.6,0.0,0.0,Nao,Nao,0.0,0,10,Sim,0,PA,Masculino,47,Nao,Nao,Sim,2,Nao,Mensal,Debito Automatico,24,131,,
Nao,22,38,89.1,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,OK,Masculino,68,Nao,Sim,Sim,4,Nao,Anual,Cartao de Credito,9,191,,
Nao,9,13,35.7,0.0,0.0,Nao,Nao,0.0,0,5,Sim,0,FL,Masculino,32,Nao,Nao,Sim,3,Nao,Mensal,Debito Automatico,52,462,,
Nao,46,65,232.2,0.0,0.0,Nao,Nao,0.0,0,10,Sim,0,MA,Feminino,80,Nao,Sim,Sim,2,Nao,Anual,Debito Automatico,15,692,,
Nao,19,130,264.2,0.0,0.0,Nao,Nao,0.0,0,5,Sim,0,WV,Masculino,31,Nao,Nao,Sim,5,Nao,Mensal,Cartao de Credito,35,657,,
Nao,17,64,261.0,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,NV,Masculino,32,Nao,Nao,Sim,4,Nao,Anual,Cartao de Credito,7,126,,
Nao,16,57,98.2,0.0,0.0,Nao,Nao,0.0,0,6,Nao,23,AZ,Masculino,62,Nao,Nao,Sim,2,Nao,Mensal,Cartao de Credito,17,279,,
Nao,16,97,222.0,0.0,0.0,Nao,Nao,0.0,0,35,Sim,0,HI,Feminino,29,Sim,Nao,Sim,4,Nao,Mensal,Cartao de Credito,38,602,,
Nao,70,373,1113.4,0.0,0.0,Nao,Nao,0.0,0,4,Sim,0,MA,Feminino,49,Nao,Nao,Sim,5,Sim,2 Anos,Cartao de Credito,43,3012,,
Nao,54,182,544.9,0.0,0.0,Nao,Nao,0.0,0,5,Sim,0,VA,Feminino,70,Nao,Sim,Sim,2,Sim,Anual,Debito Automatico,34,1858,,
Nao,29,69,203.1,0.0,0.0,Nao,Nao,0.0,0,6,Sim,0,WI,Feminino,46,Nao,Nao,Sim,5,Nao,Mensal,Debito Automatico,21,619,,
Nao,21,191,333.7,0.0,0.0,Nao,Nao,0.0,0,10,Sim,0,ND,Feminino,53,Nao,Nao,Sim,5,Sim,Anual,Cartao de Credito,22,458,,
Nao,47,188,568.4,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,MN,Feminino,27,Sim,Nao,Sim,2,Nao,Anual,Cartao de Credito,7,330,,
Nao,42,271,588.8,0.0,0.0,Nao,Nao,0.0,0,27,Sim,0,HI,Feminino,32,Nao,Nao,Sim,6,Sim,Mensal,Debito Automatico,39,1619,,
Nao,7,18,58.1,0.0,0.0,Nao,Nao,0.0,0,0,Nao,0,WI,Feminino,41,Nao,Nao,Sim,2,Nao,2 Anos,Cartao de Credito,10,76,,
Nao,67,359,800.7,0.0,0.0,Nao,Nao,0.0,0,15,Sim,0,MN,Feminino,50,Nao,Nao,Sim,2,Sim,Anual,Debito Automatico,29,1917,,
Nao,54,264,749.1,0.0,0.0,Nao,Nao,0.0,0,4,Sim,0,MT,Masculino,65,Nao,Sim,Sim,5,Nao,2 Anos,Cartao de Credito,28,1495,,
Nao,18,135,282.9,72.0,176.4,Sim,Nao,58.8,0,0,Nao,0,WV,Masculino,37,Nao,Nao,Sim,3,Nao,Anual,Cartao de Credito,9,158,,
Nao,40,193,558.7,160.0,316.0,Sim,Nao,63.2,0,16,Sim,0,ME,Feminino,33,Nao,Nao,Sim,6,Nao,Mensal,Cartao de Credito,35,1412,,
Nao,22,111,305.2,88.0,215.6,Sim,Nao,107.8,0,0,Nao,0,WY,Feminino,48,Nao,Nao,Sim,2,Nao,Anual,Debito Automatico,10,227,,
Nao,64,351,644.1,256.0,825.6,Sim,Sim,0.0,0,0,Nao,0,MO,Feminino,46,Nao,Nao,Sim,5,Nao,2 Anos,Debito Automatico,7,428,,
Nao,9,43,69.9,36.0,91.8,Sim,Sim,0.0,0,29,Sim,0,NC,Masculino,48,Nao,Nao,Sim,2,Nao,Mensal,Debito Automatico,28,245,,
Nao,7,10,29.5,28.0,69.3,Sim,Nao,23.1,0,0,Nao,0,TX,Feminino,33,Nao,Nao,Sim,2,Nao,Mensal,Cartao de Credito,7,55,,
Nao,72,378,1081.8,288.0,900.0,Sim,Nao,180.0,0,20,Sim,0,WY,Masculino,30,Nao,Nao,Sim,4,Sim,2 Anos,Debito Automatico,31,2244,,
Nao,28,157,392.2,112.0,282.8,Sim,Nao,70.7,0,35,Sim,0,OH,Feminino,33,Nao,Nao,Sim,2,Nao,Anual,Debito Automatico,34,956,,
Nao,62,232,560.0,248.0,744.0,Sim,Nao,148.8,0,15,Sim,0,WY,Masculino,57,Nao,Nao,Sim,2,Sim,2 Anos,Cartao de Credito,19,1186,,
Nao,72,375,1149.7,288.0,936.0,Sim,Nao,187.2,0,8,Sim,0,AL,Feminino,23,Sim,Nao,Sim,2,Sim,2 Anos,Cartao de Credito,42,3021,,
Nao,27,187,294.8,108.0,153.9,Sim,Nao,38.5,0,6,Sim,0,GA,Feminino,40,Nao,Nao,Sim,6,Nao,Mensal,Cartao de Credito,20,547,,
Nao,24,43,96.7,96.0,283.2,Sim,Nao,94.4,0,0,Nao,0,OH,Feminino,25,Sim,Nao,Sim,5,Nao,2 Anos,Cartao de Credito,8,186,,
Nao,71,134,283.5,284.0,511.2,Sim,Nao,170.4,0,5,Sim,0,ND,Masculino,41,Nao,Nao,Sim,3,Nao,Anual,Debito Automatico,31,2178,,
Nao,51,119,252.8,204.0,647.7,Sim,Nao,323.9,0,0,Nao,0,MD,Masculino,36,Nao,Nao,Sim,2,Nao,2 Anos,Cartao de Credito,13,665,,
Nao,50,114,299.0,200.0,645.0,Sim,Nao,161.3,0,12,Sim,0,KY,Feminino,35,Nao,Nao,Sim,5,Sim,Anual,Cartao de Credito,31,1532,,
Nao,67,447,1000.7,268.0,623.1,Sim,Sim,0.0,0,0,Nao,0,CO,Masculino,35,Nao,Nao,Sim,2,Nao,Anual,Cartao de Credito,13,896,,
Nao,10,48,124.3,40.0,71.0,Sim,Nao,23.7,0,3,Nao,15,KY,Masculino,30,Nao,Nao,Sim,3,Nao,Mensal,Debito Automatico,28,287,,
Nao,54,164,487.0,216.0,291.6,Sim,Nao,58.3,0,0,Nao,0,OR,Feminino,35,Nao,Nao,Sim,2,Nao,2 Anos,Cartao de Credito,10,519,,
Nao,16,39,114.3,64.0,256.0,Sim,Nao,64.0,0,10,Sim,0,KS,Feminino,31,Nao,Nao,Sim,2,Nao,2 Anos,Debito Automatico,22,358,,
Nao,24,142,363.6,96.0,261.6,Sim,Nao,87.2,0,5,Nao,18,VA,Masculino,62,Nao,Nao,Sim,2,Nao,Mensal,Debito Automatico,15,354,,
Nao,8,38,90.0,32.0,92.8,Sim,Nao,46.4,0,0,Nao,0,AR,Masculino,30,Nao,Nao,Sim,4,Nao,Mensal,Debito Automatico,6,50,,
Nao,17,105,227.0,68.0,195.5,Sim,Nao,97.8,0,17,Sim,0,CT,Masculino,23,Sim,Nao,Sim,5,Nao,Mensal,Cartao de Credito,14,242,,
Nao,15,37,88.0,60.0,160.5,Sim,Nao,40.1,0,7,Sim,0,MA,Masculino,30,Nao,Nao,Sim,5,Sim,Anual,Cartao de Credito,25,372,,
Nao,4,26,56.8,16.0,32.4,Sim,Nao,8.1,0,10,Sim,0,OR,Masculino,39,Nao,Nao,Sim,2,Nao,Mensal,Debito Automatico,21,79,,
